Title,Genre,Summary,Tokenized
God of War II,3,"kratos is now the god of war, having defeated the olympian god ares. shunned by the other gods and still haunted by nightmares from his past, kratos decides to join an army of spartans in an attack on the city of rhodes. kratos also ignores a warning from the goddess athena that his lust for revenge is alienating the other gods. ",kratos god war defeated olympian god ares shunned gods still haunted nightmares past kratos decides join army spartans attack city rhodes kratos also ignores warning goddess athena lust revenge alienating gods
God of War II,6,"kratos is now the god of war, having defeated the olympian god ares. shunned by the other gods and still haunted by nightmares from his past, kratos decides to join an army of spartans in an attack on the city of rhodes. kratos also ignores a warning from the goddess athena that his lust for revenge is alienating the other gods. ",kratos god war defeated olympian god ares shunned gods still haunted nightmares past kratos decides join army spartans attack city rhodes kratos also ignores warning goddess athena lust revenge alienating gods
Mass Effect 2,1,"are you prepared to lose everything to save the galaxy? you'll need to be, commander shephard. it's time to bring together your greatest allies and recruit the galaxy's fighting elite to continue the resistance against the invading reapers. so steel yourself, because this is an astronomical mission where sacrifices must be made. you'll face tougher choices and new, deadlier enemies. arm yourself and prepare for an unforgettable intergalactic game shift the fight in your favour. equip yourself with powerful new weapons almost instantly thanks to a new inventory system. plus, an improved health regeneration system means you'll spend less time hunting for restorative make every decision matter. divisive crew members are just the tip of the iceberg, commander, because you'll also be tasked with issues of intergalactic diplomacy. and time's a wastin' so don't be afraid to use new actions that let you interrupt conversations, even if they could alter the fate of your crew...and the forge new alliances, carefully. you'll fight alongside some of your most trustworthy crew members, but you'll also get the opportunity to recruit new talent. just choose your new partners with care because the fate of the galaxy rests on your shoulders, commander. ",prepared lose everything save galaxy need commander shephard time bring together greatest allies recruit galaxy fighting elite continue resistance invading reapers steel astronomical mission sacrifices must made face tougher choices new deadlier enemies arm prepare unforgettable intergalactic game shift fight favour equip powerful new weapons almost instantly thanks new inventory system plus improved health regeneration system means spend less time hunting restorative make every decision matter divisive crew members tip iceberg commander also tasked issues intergalactic diplomacy time wastin afraid use new actions let interrupt conversations even could alter fate crew forge new alliances carefully fight alongside trustworthy crew members also get opportunity recruit new talent choose new partners care fate galaxy rests shoulders commander
Mass Effect 2,2,"are you prepared to lose everything to save the galaxy? you'll need to be, commander shephard. it's time to bring together your greatest allies and recruit the galaxy's fighting elite to continue the resistance against the invading reapers. so steel yourself, because this is an astronomical mission where sacrifices must be made. you'll face tougher choices and new, deadlier enemies. arm yourself and prepare for an unforgettable intergalactic game shift the fight in your favour. equip yourself with powerful new weapons almost instantly thanks to a new inventory system. plus, an improved health regeneration system means you'll spend less time hunting for restorative make every decision matter. divisive crew members are just the tip of the iceberg, commander, because you'll also be tasked with issues of intergalactic diplomacy. and time's a wastin' so don't be afraid to use new actions that let you interrupt conversations, even if they could alter the fate of your crew...and the forge new alliances, carefully. you'll fight alongside some of your most trustworthy crew members, but you'll also get the opportunity to recruit new talent. just choose your new partners with care because the fate of the galaxy rests on your shoulders, commander. ",prepared lose everything save galaxy need commander shephard time bring together greatest allies recruit galaxy fighting elite continue resistance invading reapers steel astronomical mission sacrifices must made face tougher choices new deadlier enemies arm prepare unforgettable intergalactic game shift fight favour equip powerful new weapons almost instantly thanks new inventory system plus improved health regeneration system means spend less time hunting restorative make every decision matter divisive crew members tip iceberg commander also tasked issues intergalactic diplomacy time wastin afraid use new actions let interrupt conversations even could alter fate crew forge new alliances carefully fight alongside trustworthy crew members also get opportunity recruit new talent choose new partners care fate galaxy rests shoulders commander
Mass Effect 2,10,"are you prepared to lose everything to save the galaxy? you'll need to be, commander shephard. it's time to bring together your greatest allies and recruit the galaxy's fighting elite to continue the resistance against the invading reapers. so steel yourself, because this is an astronomical mission where sacrifices must be made. you'll face tougher choices and new, deadlier enemies. arm yourself and prepare for an unforgettable intergalactic game shift the fight in your favour. equip yourself with powerful new weapons almost instantly thanks to a new inventory system. plus, an improved health regeneration system means you'll spend less time hunting for restorative make every decision matter. divisive crew members are just the tip of the iceberg, commander, because you'll also be tasked with issues of intergalactic diplomacy. and time's a wastin' so don't be afraid to use new actions that let you interrupt conversations, even if they could alter the fate of your crew...and the forge new alliances, carefully. you'll fight alongside some of your most trustworthy crew members, but you'll also get the opportunity to recruit new talent. just choose your new partners with care because the fate of the galaxy rests on your shoulders, commander. ",prepared lose everything save galaxy need commander shephard time bring together greatest allies recruit galaxy fighting elite continue resistance invading reapers steel astronomical mission sacrifices must made face tougher choices new deadlier enemies arm prepare unforgettable intergalactic game shift fight favour equip powerful new weapons almost instantly thanks new inventory system plus improved health regeneration system means spend less time hunting restorative make every decision matter divisive crew members tip iceberg commander also tasked issues intergalactic diplomacy time wastin afraid use new actions let interrupt conversations even could alter fate crew forge new alliances carefully fight alongside trustworthy crew members also get opportunity recruit new talent choose new partners care fate galaxy rests shoulders commander
Forza Horizon 5,17,"your ultimate horizon adventure awaits! explore the vibrant and landscapes of mexico with limitless, fun driving action in hundreds of the worlds greatest cars. ",ultimate horizon adventure awaits explore vibrant landscapes mexico limitless fun driving action hundreds worlds greatest cars
Metal Gear Solid V: Ground Zeroes,1,"the game is a prologue to video game : the phantom pain. it offers players new sneaking and traversal methods compared to its predecessors, as well as the choice in what order the story events take place by selecting missions by advance. the most important change for this title is the shift to an open world design with a day and night cycle doing away with the linear mission approach of previous games. the game was originally developed as a mission for the phantom pain, but an extended development time resulted in director hideo kojima splitting the specific portion of the game as a product so that players could get early access to video game . ",game prologue video game phantom pain offers players new sneaking traversal methods compared predecessors well choice order story events take place selecting missions advance important change title shift open world design day night cycle away linear mission approach previous games game originally developed mission phantom pain extended development time resulted director hideo kojima splitting specific portion game product players could get early access video game
Metal Gear Solid V: Ground Zeroes,2,"the game is a prologue to video game : the phantom pain. it offers players new sneaking and traversal methods compared to its predecessors, as well as the choice in what order the story events take place by selecting missions by advance. the most important change for this title is the shift to an open world design with a day and night cycle doing away with the linear mission approach of previous games. the game was originally developed as a mission for the phantom pain, but an extended development time resulted in director hideo kojima splitting the specific portion of the game as a product so that players could get early access to video game . ",game prologue video game phantom pain offers players new sneaking traversal methods compared predecessors well choice order story events take place selecting missions advance important change title shift open world design day night cycle away linear mission approach previous games game originally developed mission phantom pain extended development time resulted director hideo kojima splitting specific portion game product players could get early access video game
Metal Gear Solid V: Ground Zeroes,10,"the game is a prologue to video game : the phantom pain. it offers players new sneaking and traversal methods compared to its predecessors, as well as the choice in what order the story events take place by selecting missions by advance. the most important change for this title is the shift to an open world design with a day and night cycle doing away with the linear mission approach of previous games. the game was originally developed as a mission for the phantom pain, but an extended development time resulted in director hideo kojima splitting the specific portion of the game as a product so that players could get early access to video game . ",game prologue video game phantom pain offers players new sneaking traversal methods compared predecessors well choice order story events take place selecting missions advance important change title shift open world design day night cycle away linear mission approach previous games game originally developed mission phantom pain extended development time resulted director hideo kojima splitting specific portion game product players could get early access video game
Metal Gear Solid V: Ground Zeroes,8,"the game is a prologue to video game : the phantom pain. it offers players new sneaking and traversal methods compared to its predecessors, as well as the choice in what order the story events take place by selecting missions by advance. the most important change for this title is the shift to an open world design with a day and night cycle doing away with the linear mission approach of previous games. the game was originally developed as a mission for the phantom pain, but an extended development time resulted in director hideo kojima splitting the specific portion of the game as a product so that players could get early access to video game . ",game prologue video game phantom pain offers players new sneaking traversal methods compared predecessors well choice order story events take place selecting missions advance important change title shift open world design day night cycle away linear mission approach previous games game originally developed mission phantom pain extended development time resulted director hideo kojima splitting specific portion game product players could get early access video game
No More Heroes III,3,"the latest numbered entry in the no more heroes fight your way to the top of the galactic superhero the legendary assassin travis touchdown makes his glorious return to the madness in the no more heroes 3 game, exclusively on the nintendo switch system! ",latest numbered entry heroes fight way top galactic superhero legendary assassin travis touchdown makes glorious return madness heroes game exclusively nintendo switch system
Banjo-Kazooie,1,"in this 3d er, the heroic but naive bear banjo enlists his cowardly bird buddy kazooie to help rescue his younger sister from a vain, witch. the player is tasked with exploring the witch's lair and the nine large, open levels within it, looking for tasks and challenges to complete. along the way they meet a variety of characters who teach them new moves and transform them into different animals. modeled after super mario 64, the game is distinguished by its cheeky and sarcastic sense of humor and by a large, varied, and novel moveset. ",er heroic naive bear banjo enlists cowardly bird buddy kazooie help rescue younger sister vain witch player tasked exploring witch lair nine large open levels within looking tasks challenges complete along way meet variety characters teach new moves transform different animals modeled super mario game distinguished cheeky sarcastic sense humor large varied novel moveset
Banjo-Kazooie,6,"in this 3d er, the heroic but naive bear banjo enlists his cowardly bird buddy kazooie to help rescue his younger sister from a vain, witch. the player is tasked with exploring the witch's lair and the nine large, open levels within it, looking for tasks and challenges to complete. along the way they meet a variety of characters who teach them new moves and transform them into different animals. modeled after super mario 64, the game is distinguished by its cheeky and sarcastic sense of humor and by a large, varied, and novel moveset. ",er heroic naive bear banjo enlists cowardly bird buddy kazooie help rescue younger sister vain witch player tasked exploring witch lair nine large open levels within looking tasks challenges complete along way meet variety characters teach new moves transform different animals modeled super mario game distinguished cheeky sarcastic sense humor large varied novel moveset
Astro's Playroom,1,"astro and his crew lead you on a magical introduction through ps5 in this fun er that comes on ps5. explore four worlds, each based on ps5s console components. each area showcases innovative gameplay that taps into the new features of the ps5's dualsense wireless controller. ",astro crew lead magical introduction fun er comes explore four worlds based console components area showcases innovative gameplay taps new features dualsense wireless controller
Astro's Playroom,6,"astro and his crew lead you on a magical introduction through ps5 in this fun er that comes on ps5. explore four worlds, each based on ps5s console components. each area showcases innovative gameplay that taps into the new features of the ps5's dualsense wireless controller. ",astro crew lead magical introduction fun er comes explore four worlds based console components area showcases innovative gameplay taps new features dualsense wireless controller
Call of Duty: Black Ops II,10,black ops ii is the first game in the video game franchise to feature future warfare technology and the first to present branching storylines driven by player choice as well as selecting weapons before starting story mode missions. ,black ops ii first game video game franchise feature future warfare technology first present branching storylines driven player choice well selecting weapons starting story mode missions
The Legend of Zelda: Skyward Sword HD,1,"the game is a remaster of the 2011 game skyward sword that features enhanced graphics and frame rate. the game now has a standard resolution of 1080p, an intuitive function and a streamlined item description among other improvements. ",game remaster game skyward sword features enhanced graphics frame rate game standard resolution intuitive function streamlined item description among improvements
The Legend of Zelda: Skyward Sword HD,2,"the game is a remaster of the 2011 game skyward sword that features enhanced graphics and frame rate. the game now has a standard resolution of 1080p, an intuitive function and a streamlined item description among other improvements. ",game remaster game skyward sword features enhanced graphics frame rate game standard resolution intuitive function streamlined item description among improvements
Mega Man X,1,"near the end of his life, dr. light succeeds in creating the first of a new series of robots which will change the world. able to think and make decisions, this new robot holds great danger as well as great possibilities. fearful of the possible consequences of unleashing his creation on the world, dr. light decides to seal him in a capsule and test his systems until they are totally reliable. the future will have to decide his released from the capsule by dr. cain, ""x"" is born into the world of the future where the robot rebellions are a thing of the past. but when dr. cain tries to implement dr. light's designs into a new series of reploids, something goes hideously wrong. now the future lies on the brink of destruction and a new mega man must emerge to face sigma and his forces before the human race is wiped from the planet! ",near end life light succeeds creating first new series robots change world able think make decisions new robot holds great danger well great possibilities fearful possible consequences unleashing creation world light decides seal capsule test systems totally reliable future decide released capsule cain x born world future robot rebellions thing past cain tries implement light designs new series reploids something goes hideously wrong future lies brink destruction new mega man must emerge face sigma forces human race wiped planet
Mega Man X,6,"near the end of his life, dr. light succeeds in creating the first of a new series of robots which will change the world. able to think and make decisions, this new robot holds great danger as well as great possibilities. fearful of the possible consequences of unleashing his creation on the world, dr. light decides to seal him in a capsule and test his systems until they are totally reliable. the future will have to decide his released from the capsule by dr. cain, ""x"" is born into the world of the future where the robot rebellions are a thing of the past. but when dr. cain tries to implement dr. light's designs into a new series of reploids, something goes hideously wrong. now the future lies on the brink of destruction and a new mega man must emerge to face sigma and his forces before the human race is wiped from the planet! ",near end life light succeeds creating first new series robots change world able think make decisions new robot holds great danger well great possibilities fearful possible consequences unleashing creation world light decides seal capsule test systems totally reliable future decide released capsule cain x born world future robot rebellions thing past cain tries implement light designs new series reploids something goes hideously wrong future lies brink destruction new mega man must emerge face sigma forces human race wiped planet
Mega Man X,10,"near the end of his life, dr. light succeeds in creating the first of a new series of robots which will change the world. able to think and make decisions, this new robot holds great danger as well as great possibilities. fearful of the possible consequences of unleashing his creation on the world, dr. light decides to seal him in a capsule and test his systems until they are totally reliable. the future will have to decide his released from the capsule by dr. cain, ""x"" is born into the world of the future where the robot rebellions are a thing of the past. but when dr. cain tries to implement dr. light's designs into a new series of reploids, something goes hideously wrong. now the future lies on the brink of destruction and a new mega man must emerge to face sigma and his forces before the human race is wiped from the planet! ",near end life light succeeds creating first new series robots change world able think make decisions new robot holds great danger well great possibilities fearful possible consequences unleashing creation world light decides seal capsule test systems totally reliable future decide released capsule cain x born world future robot rebellions thing past cain tries implement light designs new series reploids something goes hideously wrong future lies brink destruction new mega man must emerge face sigma forces human race wiped planet
Subnautica,1,"descend into the depths of an alien underwater world filled with wonder and peril. craft equipment, pilot submarines and wildlife to explore lush coral reefs, volcanoes, cave systems, and more, all while trying to survive. ",descend depths alien underwater world filled wonder peril craft equipment pilot submarines wildlife explore lush coral reefs volcanoes cave systems trying survive
Subnautica,4,"descend into the depths of an alien underwater world filled with wonder and peril. craft equipment, pilot submarines and wildlife to explore lush coral reefs, volcanoes, cave systems, and more, all while trying to survive. ",descend depths alien underwater world filled wonder peril craft equipment pilot submarines wildlife explore lush coral reefs volcanoes cave systems trying survive
Returnal,10,"after on a alien planet, selene finds herself fighting tooth and nail for survival. again and again shes defeated, forced to restart her journey every time she dies. in this roguelike , both the planet and your equipment change with every cycle, forcing you to adapt your play style and take on evolving challenges. ",alien planet selene finds fighting tooth nail survival shes defeated forced restart journey every time dies roguelike planet equipment change every cycle forcing adapt play style take evolving challenges
New Super Mario Bros. Wii,1,"the game is a 2.5d mario er for the wii and the tenth game in the super mario series. in addition to the experience, the game also features a multiplayer mode for up to four players. this is the first super mario game to feature and vs. modes at the same time since mario bros. it features more items, new levels, and more enemies than the ds predecessor. the game introduces two new the propeller mushroom and the penguin suit, which turn characters into their propeller and penguin forms, respectively. ",game mario er wii tenth game super mario series addition experience game also features multiplayer mode four players first super mario game feature modes time since mario features items new levels enemies ds predecessor game introduces two new propeller mushroom penguin suit turn characters propeller penguin forms respectively
New Super Mario Bros. Wii,6,"the game is a 2.5d mario er for the wii and the tenth game in the super mario series. in addition to the experience, the game also features a multiplayer mode for up to four players. this is the first super mario game to feature and vs. modes at the same time since mario bros. it features more items, new levels, and more enemies than the ds predecessor. the game introduces two new the propeller mushroom and the penguin suit, which turn characters into their propeller and penguin forms, respectively. ",game mario er wii tenth game super mario series addition experience game also features multiplayer mode four players first super mario game feature modes time since mario features items new levels enemies ds predecessor game introduces two new propeller mushroom penguin suit turn characters propeller penguin forms respectively
Citizen Sleeper,1,"roleplaying in the ruins of interplanetary capitalism. live the life of an escaped worker, on a lawless station at the edge of an interstellar society. inspired by the flexibility and freedom of tts, explore the station, choose your friends, escape your past and change your future. ",roleplaying ruins interplanetary capitalism live life escaped worker lawless station edge interstellar society inspired flexibility freedom tts explore station choose friends escape past change future
Citizen Sleeper,4,"roleplaying in the ruins of interplanetary capitalism. live the life of an escaped worker, on a lawless station at the edge of an interstellar society. inspired by the flexibility and freedom of tts, explore the station, choose your friends, escape your past and change your future. ",roleplaying ruins interplanetary capitalism live life escaped worker lawless station edge interstellar society inspired flexibility freedom tts explore station choose friends escape past change future
Citizen Sleeper,2,"roleplaying in the ruins of interplanetary capitalism. live the life of an escaped worker, on a lawless station at the edge of an interstellar society. inspired by the flexibility and freedom of tts, explore the station, choose your friends, escape your past and change your future. ",roleplaying ruins interplanetary capitalism live life escaped worker lawless station edge interstellar society inspired flexibility freedom tts explore station choose friends escape past change future
Yakuza 3 Remastered,1,"this is the third video game game, remastered for playstation the video game wars are spreading over to the tropical paradise of okinawa. after leaving his last base in kamimuro chou, kiryuu kazuma went to okinawa and opened an orphanage named asagao with haruka. together with the children, they have taken in, the two slowly let go of the violent lives they have led prior to their arrival. however, the happy days are for the video game are tightly connected with the japanese government. a shady deal that involves the land which asagao is built on spurs kiryuu and haruka back to their old hometown and fights with oppositional video game groups. fights and political intrigue comes hand in hand, become the rising dragon and protect the sanctuary you have built. ",third video game game remastered playstation video game wars spreading tropical paradise okinawa leaving last base kamimuro chou kiryuu kazuma went okinawa opened orphanage named asagao haruka together children taken two slowly let go violent lives led prior arrival however happy days video game tightly connected japanese government shady deal involves land asagao built spurs kiryuu haruka back old hometown fights oppositional video game groups fights political intrigue comes hand hand become rising dragon protect sanctuary built
Yakuza 3 Remastered,2,"this is the third video game game, remastered for playstation the video game wars are spreading over to the tropical paradise of okinawa. after leaving his last base in kamimuro chou, kiryuu kazuma went to okinawa and opened an orphanage named asagao with haruka. together with the children, they have taken in, the two slowly let go of the violent lives they have led prior to their arrival. however, the happy days are for the video game are tightly connected with the japanese government. a shady deal that involves the land which asagao is built on spurs kiryuu and haruka back to their old hometown and fights with oppositional video game groups. fights and political intrigue comes hand in hand, become the rising dragon and protect the sanctuary you have built. ",third video game game remastered playstation video game wars spreading tropical paradise okinawa leaving last base kamimuro chou kiryuu kazuma went okinawa opened orphanage named asagao haruka together children taken two slowly let go violent lives led prior arrival however happy days video game tightly connected japanese government shady deal involves land asagao built spurs kiryuu haruka back old hometown fights oppositional video game groups fights political intrigue comes hand hand become rising dragon protect sanctuary built
Yakuza 3 Remastered,7,"this is the third video game game, remastered for playstation the video game wars are spreading over to the tropical paradise of okinawa. after leaving his last base in kamimuro chou, kiryuu kazuma went to okinawa and opened an orphanage named asagao with haruka. together with the children, they have taken in, the two slowly let go of the violent lives they have led prior to their arrival. however, the happy days are for the video game are tightly connected with the japanese government. a shady deal that involves the land which asagao is built on spurs kiryuu and haruka back to their old hometown and fights with oppositional video game groups. fights and political intrigue comes hand in hand, become the rising dragon and protect the sanctuary you have built. ",third video game game remastered playstation video game wars spreading tropical paradise okinawa leaving last base kamimuro chou kiryuu kazuma went okinawa opened orphanage named asagao haruka together children taken two slowly let go violent lives led prior arrival however happy days video game tightly connected japanese government shady deal involves land asagao built spurs kiryuu haruka back old hometown fights oppositional video game groups fights political intrigue comes hand hand become rising dragon protect sanctuary built
Garry's Mod,4,"the game is a physics sandbox. there aren't any predefined aims or goals. we give you the tools and leave you to play. you spawn objects and weld them together to create your own contraptions whether that's a car, a rocket, a catapult or something that doesn't have a name yet that's up to you. you can do it offline, or join the thousands of players who play online each day. if you're not too great at construction don't worry! you can place a variety of characters in silly positions. but if you want to do more, we have the means. ",game physics sandbox predefined aims goals give tools leave play spawn objects weld together create contraptions whether car rocket catapult something name yet offline join thousands players play online day great construction worry place variety characters silly positions want means
Garry's Mod,7,"the game is a physics sandbox. there aren't any predefined aims or goals. we give you the tools and leave you to play. you spawn objects and weld them together to create your own contraptions whether that's a car, a rocket, a catapult or something that doesn't have a name yet that's up to you. you can do it offline, or join the thousands of players who play online each day. if you're not too great at construction don't worry! you can place a variety of characters in silly positions. but if you want to do more, we have the means. ",game physics sandbox predefined aims goals give tools leave play spawn objects weld together create contraptions whether car rocket catapult something name yet offline join thousands players play online day great construction worry place variety characters silly positions want means
Wolfenstein: The New Order,1,"the game is an game played from a perspective. it is the to 2009's video game , however utilizes very little from the game and drops any direct references to veil or to progress through the story, the player battle enemies throughout levels. the game utilizes a health system in which players' health is divided into separate sections that regenerate; if an entire section is lost, the player must use a health pack to replenish the missing health. in combat, a cover system can be used as assistance against enemies. the player have the ability to lean around, over, and under cover, which can be used as a tactical advantage during shootouts and stealth levels. the game gives the player a wide variety of weapon optionsathey can be found on the ground, retrieved from dead enemies, or removed from their stationary position and carried around. ",game game played perspective video game however utilizes little game drops direct references veil progress story player battle enemies throughout levels game utilizes health system players health divided separate sections regenerate entire section lost player must use health pack replenish missing health combat cover system used assistance enemies player ability lean around cover used tactical advantage shootouts stealth levels game gives player wide variety weapon optionsathey found ground retrieved dead enemies removed stationary position carried around
Wolfenstein: The New Order,10,"the game is an game played from a perspective. it is the to 2009's video game , however utilizes very little from the game and drops any direct references to veil or to progress through the story, the player battle enemies throughout levels. the game utilizes a health system in which players' health is divided into separate sections that regenerate; if an entire section is lost, the player must use a health pack to replenish the missing health. in combat, a cover system can be used as assistance against enemies. the player have the ability to lean around, over, and under cover, which can be used as a tactical advantage during shootouts and stealth levels. the game gives the player a wide variety of weapon optionsathey can be found on the ground, retrieved from dead enemies, or removed from their stationary position and carried around. ",game game played perspective video game however utilizes little game drops direct references veil progress story player battle enemies throughout levels game utilizes health system players health divided separate sections regenerate entire section lost player must use health pack replenish missing health combat cover system used assistance enemies player ability lean around cover used tactical advantage shootouts stealth levels game gives player wide variety weapon optionsathey found ground retrieved dead enemies removed stationary position carried around
Deus Ex,2,"a philosophical w set in a dystopian 2052 in which jc denton, a agent for the organization unatco, is tasked with stopping the invasion of liberty island by the terrorist group nsf. as events unfold, denton finds that he plays a large part in a conspiracy which forces him to ponder his allegiances, beliefs, morality, and view of right and wrong. ",philosophical w set dystopian jc denton agent organization unatco tasked stopping invasion liberty island terrorist group nsf events unfold denton finds plays large part conspiracy forces ponder allegiances beliefs morality view right wrong
Deus Ex,10,"a philosophical w set in a dystopian 2052 in which jc denton, a agent for the organization unatco, is tasked with stopping the invasion of liberty island by the terrorist group nsf. as events unfold, denton finds that he plays a large part in a conspiracy which forces him to ponder his allegiances, beliefs, morality, and view of right and wrong. ",philosophical w set dystopian jc denton agent organization unatco tasked stopping invasion liberty island terrorist group nsf events unfold denton finds plays large part conspiracy forces ponder allegiances beliefs morality view right wrong
BioShock 2,1,"the game is the second game of the video game series and the sequel to bioshock. it continues the grand storyline of the underwater metropolis rapture. the game capitalizes and improves upon the effects, unique gameplay elements, and immersive atmosphere that defined the first game. it explores more brutal gameplay than its predecessor, with new enemies, weapons, plasmids, and gene tonics. ",game second game video game series sequel bioshock continues grand storyline underwater metropolis rapture game capitalizes improves upon effects unique gameplay elements immersive atmosphere defined first game explores brutal gameplay predecessor new enemies weapons plasmids gene tonics
BioShock 2,2,"the game is the second game of the video game series and the sequel to bioshock. it continues the grand storyline of the underwater metropolis rapture. the game capitalizes and improves upon the effects, unique gameplay elements, and immersive atmosphere that defined the first game. it explores more brutal gameplay than its predecessor, with new enemies, weapons, plasmids, and gene tonics. ",game second game video game series sequel bioshock continues grand storyline underwater metropolis rapture game capitalizes improves upon effects unique gameplay elements immersive atmosphere defined first game explores brutal gameplay predecessor new enemies weapons plasmids gene tonics
BioShock 2,10,"the game is the second game of the video game series and the sequel to bioshock. it continues the grand storyline of the underwater metropolis rapture. the game capitalizes and improves upon the effects, unique gameplay elements, and immersive atmosphere that defined the first game. it explores more brutal gameplay than its predecessor, with new enemies, weapons, plasmids, and gene tonics. ",game second game video game series sequel bioshock continues grand storyline underwater metropolis rapture game capitalizes improves upon effects unique gameplay elements immersive atmosphere defined first game explores brutal gameplay predecessor new enemies weapons plasmids gene tonics
Soul Hackers 2,2,"the game takes place in the 21st century and is set during a war between the yagaratsu and the phantom society, two opposing factions of devil summoners. the story follows two supernatural ""aion"" beings named ringo and figue, who descend into the human world from their birthplace in the data stream of information, in order to avert a cataclysmic event that they predict will doom humanity ",game takes place century set war yagaratsu phantom society two opposing factions devil summoners story follows two supernatural aion beings named ringo figue descend human world birthplace data stream information order avert cataclysmic event predict doom humanity
Enter the Gungeon,1,"the game is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and their way to personal absolution by reaching the legendary gungeons ultimate treasure: the gun that can kill the past. select a hero and battle your way to the bottom of the gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable gundead and fearsome gungeon bosses armed to the teeth. gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge. ",game gunfight dungeon crawler following band regretful misfits seeking shoot loot dodge roll way personal absolution reaching legendary gungeons ultimate treasure gun kill past select hero battle way bottom gungeon surviving challenging evolving series floors filled dangerously adorable gundead fearsome gungeon bosses armed teeth gather precious loot discover hidden secrets chat opportunistic merchants shopkeepers purchase powerful items gain edge
Enter the Gungeon,13,"the game is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and their way to personal absolution by reaching the legendary gungeons ultimate treasure: the gun that can kill the past. select a hero and battle your way to the bottom of the gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable gundead and fearsome gungeon bosses armed to the teeth. gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge. ",game gunfight dungeon crawler following band regretful misfits seeking shoot loot dodge roll way personal absolution reaching legendary gungeons ultimate treasure gun kill past select hero battle way bottom gungeon surviving challenging evolving series floors filled dangerously adorable gundead fearsome gungeon bosses armed teeth gather precious loot discover hidden secrets chat opportunistic merchants shopkeepers purchase powerful items gain edge
Enter the Gungeon,4,"the game is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and their way to personal absolution by reaching the legendary gungeons ultimate treasure: the gun that can kill the past. select a hero and battle your way to the bottom of the gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable gundead and fearsome gungeon bosses armed to the teeth. gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge. ",game gunfight dungeon crawler following band regretful misfits seeking shoot loot dodge roll way personal absolution reaching legendary gungeons ultimate treasure gun kill past select hero battle way bottom gungeon surviving challenging evolving series floors filled dangerously adorable gundead fearsome gungeon bosses armed teeth gather precious loot discover hidden secrets chat opportunistic merchants shopkeepers purchase powerful items gain edge
Enter the Gungeon,10,"the game is a gunfight dungeon crawler following a band of regretful misfits seeking to shoot, loot, dodge roll and their way to personal absolution by reaching the legendary gungeons ultimate treasure: the gun that can kill the past. select a hero and battle your way to the bottom of the gungeon by surviving a challenging and evolving series of floors filled with the dangerously adorable gundead and fearsome gungeon bosses armed to the teeth. gather precious loot, discover hidden secrets, and chat with opportunistic merchants and shopkeepers to purchase powerful items to gain an edge. ",game gunfight dungeon crawler following band regretful misfits seeking shoot loot dodge roll way personal absolution reaching legendary gungeons ultimate treasure gun kill past select hero battle way bottom gungeon surviving challenging evolving series floors filled dangerously adorable gundead fearsome gungeon bosses armed teeth gather precious loot discover hidden secrets chat opportunistic merchants shopkeepers purchase powerful items gain edge
The House in Fata Morgana,1,"a gothic suspense tale set in a cursed mansion. ""the game"" is a visual novel spanning nearly a millennium that deals in tragedy, human nature, and insanity. ",gothic suspense tale set cursed mansion game visual novel spanning nearly millennium deals tragedy human nature insanity
The House in Fata Morgana,4,"a gothic suspense tale set in a cursed mansion. ""the game"" is a visual novel spanning nearly a millennium that deals in tragedy, human nature, and insanity. ",gothic suspense tale set cursed mansion game visual novel spanning nearly millennium deals tragedy human nature insanity
The House in Fata Morgana,14,"a gothic suspense tale set in a cursed mansion. ""the game"" is a visual novel spanning nearly a millennium that deals in tragedy, human nature, and insanity. ",gothic suspense tale set cursed mansion game visual novel spanning nearly millennium deals tragedy human nature insanity
Shovel Knight,1,"the game is a sweeping classic action game with awesome gameplay, memorable characters, and an retro aesthetic. it's a hot mashup of new and old! you play as the eponymous the game, a small knight with a huge quest. the game has come to this land with two goals: to defeat the evil enchantress and quest for his lost beloved. he wields a shovel blade: a multipurpose weapon whose techniques have now been lost to the ages. always honest and helpful, the game is a shining example of the code of shovelry: slash mercilessly and dig but, between the game and his beloved stands a cadre of villainous knights. these terrible foes, known as the order of no quarter, have been dispatched to prevent the game from reaching the enchantress, and will pursue their mission at any cost. if you love games with perfect ing, beautiful art, infectious music, crazy bosses, humor and levity, and real heart the game is for you! ",game sweeping classic action game awesome gameplay memorable characters retro aesthetic hot mashup new old play eponymous game small knight huge quest game come land two goals defeat evil enchantress quest lost beloved wields shovel blade multipurpose weapon whose techniques lost ages always honest helpful game shining example code shovelry slash mercilessly dig game beloved stands cadre villainous knights terrible foes known order quarter dispatched prevent game reaching enchantress pursue mission cost love games perfect ing beautiful art infectious music crazy bosses humor levity real heart game
