Title,Genre,Summary
Firewatch,4,"the game is a video game where you, as a man named henry, explore the wyoming wilderness after taking a summer job as a fire lookout. what is supposed to be a peaceful respite from your complicated life takes a turn when you start to question some of the things that are happening to your only human connection is over a handheld radio, which youll use to speak with your supervisor delilah about the things both of you are experiencing. "
Dark Souls II,1,"the unique action experience captivated imaginations of gamers worldwide with incredible challenge and intense emotional the game brings the franchises renowned difficulty & gripping gameplay innovations to both single and multiplayer immerse yourself into environments filled with new twisted monsters and deadly bosses that could only come from the imagination of from software. a wide range of threats will prey on human senses & phobias auditory hallucinations, vertigo, acrophobia, etc. "
Dark Souls II,2,"the unique action experience captivated imaginations of gamers worldwide with incredible challenge and intense emotional the game brings the franchises renowned difficulty & gripping gameplay innovations to both single and multiplayer immerse yourself into environments filled with new twisted monsters and deadly bosses that could only come from the imagination of from software. a wide range of threats will prey on human senses & phobias auditory hallucinations, vertigo, acrophobia, etc. "
Blasphemous,1,"the game is a punishing that combines the skilled combat of a game with a deep and evocative narrative core. explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation. "
Blasphemous,3,"the game is a punishing that combines the skilled combat of a game with a deep and evocative narrative core. explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation. "
Blasphemous,4,"the game is a punishing that combines the skilled combat of a game with a deep and evocative narrative core. explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation. "
Blasphemous,6,"the game is a punishing that combines the skilled combat of a game with a deep and evocative narrative core. explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation. "
Blasphemous,2,"the game is a punishing that combines the skilled combat of a game with a deep and evocative narrative core. explore this nightmarish world of twisted religion and discover its many secrets hidden deep inside. use devastating combos and brutal executions to smite the hordes of grotesque monsters and titanic bosses, who are all ready to rip your limbs off. locate and equip relics, rosary beads and prayers that call on the powers of the heavens to aid you in your quest to break your eternal damnation. "
Final Fantasy XIV Online,1,"take part in an epic and final fantasy as you and explore with friends from around the world. the game is the 2013 relaunch of the massively multiplayer online game that takes the wonder of the ff legacy and expands it, allowing you to explore the realm of eorzea like never before in a final fantasy forge friendships, mount chocobos, and board airships as you and your companions create your own unique stories in eorzea. alone or join up with friends to undertake epic quests, battle familiar final fantasy monsters, and acquire unique abilities and equipment. all the classic elements from the series that you have come to know and love are waiting! embark of the of a lifetime to help reforge the fate of eorzea! "
Final Fantasy XIV Online,2,"take part in an epic and final fantasy as you and explore with friends from around the world. the game is the 2013 relaunch of the massively multiplayer online game that takes the wonder of the ff legacy and expands it, allowing you to explore the realm of eorzea like never before in a final fantasy forge friendships, mount chocobos, and board airships as you and your companions create your own unique stories in eorzea. alone or join up with friends to undertake epic quests, battle familiar final fantasy monsters, and acquire unique abilities and equipment. all the classic elements from the series that you have come to know and love are waiting! embark of the of a lifetime to help reforge the fate of eorzea! "
Final Fantasy XIV Online,8,"take part in an epic and final fantasy as you and explore with friends from around the world. the game is the 2013 relaunch of the massively multiplayer online game that takes the wonder of the ff legacy and expands it, allowing you to explore the realm of eorzea like never before in a final fantasy forge friendships, mount chocobos, and board airships as you and your companions create your own unique stories in eorzea. alone or join up with friends to undertake epic quests, battle familiar final fantasy monsters, and acquire unique abilities and equipment. all the classic elements from the series that you have come to know and love are waiting! embark of the of a lifetime to help reforge the fate of eorzea! "
Immortality,4,"marissa marcel was a film star. she made three movies. but none of the movies was ever released. and marissa marcel disappeared. the new game from sam barlow, creator of her story. "
Immortality,18,"marissa marcel was a film star. she made three movies. but none of the movies was ever released. and marissa marcel disappeared. the new game from sam barlow, creator of her story. "
Immortality,7,"marissa marcel was a film star. she made three movies. but none of the movies was ever released. and marissa marcel disappeared. the new game from sam barlow, creator of her story. "
Resident Evil 6,1,"the game is the ninth video game installment in the video game series. it continues the struggle against zombies infected by the new highly virulent the game uses the same view as video game 4 and video game 5, however with a new gameplay mechanic that allows players to slowly move while shoot. players can select between three scenarios featuring multiple characters and intertwined storylines, and within these scenarios both stories and action cross paths. at key moments during the game, up to four players can join together online to tackle a specific situation, with some stages seeing the usual partnerships swapped to further increase the depth of gameplay. "
Resident Evil 6,10,"the game is the ninth video game installment in the video game series. it continues the struggle against zombies infected by the new highly virulent the game uses the same view as video game 4 and video game 5, however with a new gameplay mechanic that allows players to slowly move while shoot. players can select between three scenarios featuring multiple characters and intertwined storylines, and within these scenarios both stories and action cross paths. at key moments during the game, up to four players can join together online to tackle a specific situation, with some stages seeing the usual partnerships swapped to further increase the depth of gameplay. "
Devil May Cry 3: Dante's Awakening,1,"the game is a prequel to the first devil may cry. the game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. as such, combat is much more intense and faster than before. an style system that allows you to select your fighting style has also been incorporated. "
Devil May Cry 3: Dante's Awakening,3,"the game is a prequel to the first devil may cry. the game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. as such, combat is much more intense and faster than before. an style system that allows you to select your fighting style has also been incorporated. "
Devil May Cry 3: Dante's Awakening,10,"the game is a prequel to the first devil may cry. the game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. as such, combat is much more intense and faster than before. an style system that allows you to select your fighting style has also been incorporated. "
The Last of Us Part I,1,"experience the emotional storytelling and unforgettable characters of joel and ellie in the last of us, winner of over 200 game of the year awards and now rebuilt for playstation enjoy a total overhaul of the original experience, faithfully reproduced but incorporating modernized gameplay, improved controls and expanded accessibility options. plus, feel immersed with improved effects and enhanced exploration and it also includes the left behind story dlc. "
The Last of Us Part I,10,"experience the emotional storytelling and unforgettable characters of joel and ellie in the last of us, winner of over 200 game of the year awards and now rebuilt for playstation enjoy a total overhaul of the original experience, faithfully reproduced but incorporating modernized gameplay, improved controls and expanded accessibility options. plus, feel immersed with improved effects and enhanced exploration and it also includes the left behind story dlc. "
Super Meat Boy,1,the game is a tough as nails er where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux. 
Super Meat Boy,4,the game is a tough as nails er where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux. 
Super Meat Boy,6,the game is a tough as nails er where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux. 
Mass Effect Legendary Edition,1,"one person is all that stands between humanity and the greatest threat its ever faced. relive the legend of commander shepard in the highly acclaimed mass effect trilogy with the the game. includes base content and over 40 dlcs from mass effect, mass effect 2, and mass effect 3 games, including promo weapons, armors and packs. experience an amazingly rich and detailed universe where your decisions have profound consequences on the action and the outcome. "
Mass Effect Legendary Edition,2,"one person is all that stands between humanity and the greatest threat its ever faced. relive the legend of commander shepard in the highly acclaimed mass effect trilogy with the the game. includes base content and over 40 dlcs from mass effect, mass effect 2, and mass effect 3 games, including promo weapons, armors and packs. experience an amazingly rich and detailed universe where your decisions have profound consequences on the action and the outcome. "
Mass Effect Legendary Edition,10,"one person is all that stands between humanity and the greatest threat its ever faced. relive the legend of commander shepard in the highly acclaimed mass effect trilogy with the the game. includes base content and over 40 dlcs from mass effect, mass effect 2, and mass effect 3 games, including promo weapons, armors and packs. experience an amazingly rich and detailed universe where your decisions have profound consequences on the action and the outcome. "
Mass Effect Legendary Edition,8,"one person is all that stands between humanity and the greatest threat its ever faced. relive the legend of commander shepard in the highly acclaimed mass effect trilogy with the the game. includes base content and over 40 dlcs from mass effect, mass effect 2, and mass effect 3 games, including promo weapons, armors and packs. experience an amazingly rich and detailed universe where your decisions have profound consequences on the action and the outcome. "
Helltaker,1,the game is a short game about sharply dressed demon girls. 
Helltaker,4,the game is a short game about sharply dressed demon girls. 
Helltaker,9,the game is a short game about sharply dressed demon girls. 
Pokémon Sword,1,unsheathe your sword and take up your the world of pokemon expands to include the galar region in the game and pokemon shield! 
Pokémon Sword,2,unsheathe your sword and take up your the world of pokemon expands to include the galar region in the game and pokemon shield! 
Crash Bandicoot N. Sane Trilogy,1,"the game is a remastered version, of the original 3 games (crash bandicoot, crash bandicoot 2: cortex strikes back, and crash bandicoot 3: warped) with enhanced features applied to each game. "
Crash Bandicoot N. Sane Trilogy,6,"the game is a remastered version, of the original 3 games (crash bandicoot, crash bandicoot 2: cortex strikes back, and crash bandicoot 3: warped) with enhanced features applied to each game. "
Tetris,13,"the game is a video game. the goal is to place pieces made up of four tiles in a well, organizing them into complete rows, which then disappear. the main objective of each round is to clear 25 lines, after which the player moves on to the next round. if the stack reaches the top of the field, the player loses a life, and if all three lives are lost, the game is the game lets the player choose the starting stage and round, as well as one of three background tunes. difficulty is increased throughout the stages by an increase in speed and the addition of garbage blocks in the well. "
Tetris,9,"the game is a video game. the goal is to place pieces made up of four tiles in a well, organizing them into complete rows, which then disappear. the main objective of each round is to clear 25 lines, after which the player moves on to the next round. if the stack reaches the top of the field, the player loses a life, and if all three lives are lost, the game is the game lets the player choose the starting stage and round, as well as one of three background tunes. difficulty is increased throughout the stages by an increase in speed and the addition of garbage blocks in the well. "
Valorant,10,"the game is a 5v5 set on the global stage. outwit, outplay, and outshine your competition with abilities, precise gunplay, and adaptive teamwork. "
Valorant,16,"the game is a 5v5 set on the global stage. outwit, outplay, and outshine your competition with abilities, precise gunplay, and adaptive teamwork. "
Super Mario 3D World,1,"the game is a 3d er action game for the wii u, and a of the nintendo 3ds installment video game 3d land. the game builds upon the previous installment, following a similar 3d convention inspired from the 2d er titles where players must navigate through a level within a time limit to reach a level's goal pole. one key aspect introduced in this title is the simultaneous multiplayer: while not the first game in the series to do so, it is the first 3d title in the mario series to incorporate up to four players cooperating with each other to reach the goal. players can select their character from a pool of playable characters prior to starting the game, and each of these characters have their own unique playstyle that gives them advantages and disadvantages over other characters. the game makes use of several wii u exclusive features, such as tapping blocks with the touch screen on the gamepad and blowing into the mic to reveal hidden items and blow away enemies. various new are introduced in this title, with the trademark suit being the cat which enables characters to perform a melee attack, climb up walls, and leap while midair, as well as the game generally having a theme. "
Super Mario 3D World,6,"the game is a 3d er action game for the wii u, and a of the nintendo 3ds installment video game 3d land. the game builds upon the previous installment, following a similar 3d convention inspired from the 2d er titles where players must navigate through a level within a time limit to reach a level's goal pole. one key aspect introduced in this title is the simultaneous multiplayer: while not the first game in the series to do so, it is the first 3d title in the mario series to incorporate up to four players cooperating with each other to reach the goal. players can select their character from a pool of playable characters prior to starting the game, and each of these characters have their own unique playstyle that gives them advantages and disadvantages over other characters. the game makes use of several wii u exclusive features, such as tapping blocks with the touch screen on the gamepad and blowing into the mic to reveal hidden items and blow away enemies. various new are introduced in this title, with the trademark suit being the cat which enables characters to perform a melee attack, climb up walls, and leap while midair, as well as the game generally having a theme. "
Uncharted 3: Drake's Deception,1,"a search for the fabled ""atlantis of the sands"" propels fortune hunter nathan drake on a trek into the heart of the arabian desert. when the terrible secrets of this lost city are unearthed, drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears. "
Uncharted 3: Drake's Deception,6,"a search for the fabled ""atlantis of the sands"" propels fortune hunter nathan drake on a trek into the heart of the arabian desert. when the terrible secrets of this lost city are unearthed, drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears. "
Uncharted 3: Drake's Deception,10,"a search for the fabled ""atlantis of the sands"" propels fortune hunter nathan drake on a trek into the heart of the arabian desert. when the terrible secrets of this lost city are unearthed, drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears. "
Phoenix Wright: Ace Attorney - Trials and Tribulations,1,"video game : ace attorney trials and tribulations (known as gyakuten saiaban 3 in japan) is the third game in the ace attorney series. players take on the role of video game , a defense attorney known for taking on seemingly impossible cases. while the game focuses on a few specific cases, the overarching story of the video game franchise spans the length of the series, involving obscure characters from large families and intricate webs of lies, plots, and murder. the nature of the series remains generally lighthearted, something that's reinforced by its playful, visual style, but the nature of the crimes committed can be cold and downright disturbing. while the game's legal acumen is highly dubious, its aim seems to be more about producing comedic or stereotypically dramatic courtroom moments. ace attorney 3 makes light use of the ds touch screen, allowing the player to examine crime scenes and inspect evidence and character profiles. the top screen is used more for storytelling purposes, displaying various dialogue and conversations between characters. during these sequences the lower screen becomes a selection menu, displaying a series of questions to ask witnesses and further your investigation in search of evidence to use in defense of your client in each chapter. "
Phoenix Wright: Ace Attorney - Trials and Tribulations,14,"video game : ace attorney trials and tribulations (known as gyakuten saiaban 3 in japan) is the third game in the ace attorney series. players take on the role of video game , a defense attorney known for taking on seemingly impossible cases. while the game focuses on a few specific cases, the overarching story of the video game franchise spans the length of the series, involving obscure characters from large families and intricate webs of lies, plots, and murder. the nature of the series remains generally lighthearted, something that's reinforced by its playful, visual style, but the nature of the crimes committed can be cold and downright disturbing. while the game's legal acumen is highly dubious, its aim seems to be more about producing comedic or stereotypically dramatic courtroom moments. ace attorney 3 makes light use of the ds touch screen, allowing the player to examine crime scenes and inspect evidence and character profiles. the top screen is used more for storytelling purposes, displaying various dialogue and conversations between characters. during these sequences the lower screen becomes a selection menu, displaying a series of questions to ask witnesses and further your investigation in search of evidence to use in defense of your client in each chapter. "
Yume Nikki,1,"the game is a freeware game created by kikiyama, a japanese solo game designer. the game was made using rpgmaker 2003. the game is regarded as one of the most original applications of rpgmaker 2003, and the start of a possible new genre of ""the game"" means ""dream diary"" in japanese, and the game follows a young girl named madotsuki as she dreams. the goal is to seek out and acquire all 24 the game otherwise has no plot, and nearly the entire game is left up to speculation. "
Yume Nikki,4,"the game is a freeware game created by kikiyama, a japanese solo game designer. the game was made using rpgmaker 2003. the game is regarded as one of the most original applications of rpgmaker 2003, and the start of a possible new genre of ""the game"" means ""dream diary"" in japanese, and the game follows a young girl named madotsuki as she dreams. the goal is to seek out and acquire all 24 the game otherwise has no plot, and nearly the entire game is left up to speculation. "
Max Payne,10,"the game, gritty and titular hero of this , sets out on his own to take revenge on those who murdered his wife and child, only for the plot he's involved in to get deeper and deeper. as his guilt and trauma build, payne finds himself in more and more impossibly unfavourable and astounding situations, which challenge his methods, his worldview, and even his existence. "
Five Nights at Freddy's,1,"welcome to your new summer job at freddy fazbear's pizza, where kids and parents alike come for entertainment and food as far as the eye can see! the main attraction is freddy fazbear, of course; and his two friends. they are animatronic robots, programmed to please the crowds! the robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a from your small office you must watch the security cameras carefully. you have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). that means when you run out of power for the no more security doors and no more lights! if something isn't namely if freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if can you survive five nights at freddy's? "
Five Nights at Freddy's,4,"welcome to your new summer job at freddy fazbear's pizza, where kids and parents alike come for entertainment and food as far as the eye can see! the main attraction is freddy fazbear, of course; and his two friends. they are animatronic robots, programmed to please the crowds! the robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a from your small office you must watch the security cameras carefully. you have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). that means when you run out of power for the no more security doors and no more lights! if something isn't namely if freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if can you survive five nights at freddy's? "
Five Nights at Freddy's,18,"welcome to your new summer job at freddy fazbear's pizza, where kids and parents alike come for entertainment and food as far as the eye can see! the main attraction is freddy fazbear, of course; and his two friends. they are animatronic robots, programmed to please the crowds! the robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a from your small office you must watch the security cameras carefully. you have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). that means when you run out of power for the no more security doors and no more lights! if something isn't namely if freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if can you survive five nights at freddy's? "
Five Nights at Freddy's,7,"welcome to your new summer job at freddy fazbear's pizza, where kids and parents alike come for entertainment and food as far as the eye can see! the main attraction is freddy fazbear, of course; and his two friends. they are animatronic robots, programmed to please the crowds! the robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a from your small office you must watch the security cameras carefully. you have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). that means when you run out of power for the no more security doors and no more lights! if something isn't namely if freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if can you survive five nights at freddy's? "
Five Nights at Freddy's,8,"welcome to your new summer job at freddy fazbear's pizza, where kids and parents alike come for entertainment and food as far as the eye can see! the main attraction is freddy fazbear, of course; and his two friends. they are animatronic robots, programmed to please the crowds! the robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a from your small office you must watch the security cameras carefully. you have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). that means when you run out of power for the no more security doors and no more lights! if something isn't namely if freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if can you survive five nights at freddy's? "
Donkey Kong Country 2: Diddy's Kong Quest,1,the game is the sequel to donkey kong country. it was developed by rare and is one of the best selling super nintendo games. 
Donkey Kong Country 2: Diddy's Kong Quest,6,the game is the sequel to donkey kong country. it was developed by rare and is one of the best selling super nintendo games. 
Pokémon White,1,"the game version and pokemon black version are the primary paired versions of generation black and white follow the trends set up by previous games in the series. two player characters (one male and one female) travel a new region, unova, on their pokemon journeys. this region is inhabited by various pokemon, and unlike before, none of those available prior to generation v can be obtained before completing the main story by defeating team the games' names were revealed on the official japanese pokemon website on april 9, 2010, and scans from the subsequent issue of the magazine leaked the following day, april pokemon black and white are followed in 2012 by two sequels, pokemon black 2 and white 2, which are set two years after the events of black and white. black 2 and white 2 are the second and final paired versions of generation v. "
Pokémon White,2,"the game version and pokemon black version are the primary paired versions of generation black and white follow the trends set up by previous games in the series. two player characters (one male and one female) travel a new region, unova, on their pokemon journeys. this region is inhabited by various pokemon, and unlike before, none of those available prior to generation v can be obtained before completing the main story by defeating team the games' names were revealed on the official japanese pokemon website on april 9, 2010, and scans from the subsequent issue of the magazine leaked the following day, april pokemon black and white are followed in 2012 by two sequels, pokemon black 2 and white 2, which are set two years after the events of black and white. black 2 and white 2 are the second and final paired versions of generation v. "
Pokémon White,5,"the game version and pokemon black version are the primary paired versions of generation black and white follow the trends set up by previous games in the series. two player characters (one male and one female) travel a new region, unova, on their pokemon journeys. this region is inhabited by various pokemon, and unlike before, none of those available prior to generation v can be obtained before completing the main story by defeating team the games' names were revealed on the official japanese pokemon website on april 9, 2010, and scans from the subsequent issue of the magazine leaked the following day, april pokemon black and white are followed in 2012 by two sequels, pokemon black 2 and white 2, which are set two years after the events of black and white. black 2 and white 2 are the second and final paired versions of generation v. "
Outlast,1,"hell is an experiment you can't survive in the game, a survival horror game developed by veterans of some of the biggest game franchises in history. as investigative journalist miles upshur, explore mount massive asylum and try to survive long enough to discover its terrible secret... if you dare. "
Outlast,4,"hell is an experiment you can't survive in the game, a survival horror game developed by veterans of some of the biggest game franchises in history. as investigative journalist miles upshur, explore mount massive asylum and try to survive long enough to discover its terrible secret... if you dare. "
Hitman 3,1,"the game is the dramatic conclusion to the world of assassination trilogy. become agent 47, a legendary assassin and use creativity and improvisation to execute the most ingenious and spectacular eliminations, in sprawling sandbox locations all around the globe. "
Hitman 3,10,"the game is the dramatic conclusion to the world of assassination trilogy. become agent 47, a legendary assassin and use creativity and improvisation to execute the most ingenious and spectacular eliminations, in sprawling sandbox locations all around the globe. "
Hitman 3,16,"the game is the dramatic conclusion to the world of assassination trilogy. become agent 47, a legendary assassin and use creativity and improvisation to execute the most ingenious and spectacular eliminations, in sprawling sandbox locations all around the globe. "
Sable,1,the game is a tale of discovery through exploration across a strikingly rendered open world desert. go on a deeply personal journey across an alien planet while learning its history and discovering the games place in the world. 
Sable,4,the game is a tale of discovery through exploration across a strikingly rendered open world desert. go on a deeply personal journey across an alien planet while learning its history and discovering the games place in the world. 
Sable,6,the game is a tale of discovery through exploration across a strikingly rendered open world desert. go on a deeply personal journey across an alien planet while learning its history and discovering the games place in the world. 
Sable,9,the game is a tale of discovery through exploration across a strikingly rendered open world desert. go on a deeply personal journey across an alien planet while learning its history and discovering the games place in the world. 
Sable,2,the game is a tale of discovery through exploration across a strikingly rendered open world desert. go on a deeply personal journey across an alien planet while learning its history and discovering the games place in the world. 
Super Smash Bros. for Wii U,12,"the game is the fourth entry in the popular super smash bros. series of games. with an even larger roster of fighters than its predecessors and the introduction eight player battles, smash for wii u continues to add to the formula that gamers have loved since 1999. "
Super Smash Bros. for Wii U,6,"the game is the fourth entry in the popular super smash bros. series of games. with an even larger roster of fighters than its predecessors and the introduction eight player battles, smash for wii u continues to add to the formula that gamers have loved since 1999. "
Kirby's Adventure,6,"not everything is well in dream land. for some mysterious reason, the dream spring, a magical well that is the reservoir for all the dreams of the citizens of dream land, is no longer working. everyone is being subjected to their worst nightmares every time they go to sleep. upon reaching the dream spring, kirby finds out that evil king dedede has stolen the star rod, thus depriving dream land of the magical energy that feeds its spring. using 20 unique tricks and your ability to steal your enemies' powers by swallowing them, you'll have to make your way through a horrific land filled with all kinds of nightmares. recover the broken pieces of the star rod, and everyone in dream land will sleep peacefully once again. if you fail, the citizens of dream land will be subjected to a lifetime of terrible nightmares. "
Tekken 7,12,"experience the epic conclusion of the mishima clan and unravel the reasons behind each step of their ceaseless fight. powered by unreal engine 4, the game features stunning cinematic battles and intense duels that can be enjoyed with friends and rivals alike through innovative fight mechanics. "
Umineko: When They Cry Chiru,1,"video game no naku koro ni chiru is the second half of the video game no naku koro ni series, and contains episodes 5 to 8 of the story. unlike the second half of higurashi no naku koro ni, video game chiru does not simply present direct solutions to the first four arcs, but instead gradually delves into the core of the story, revealing clues to its mysteries in the process. it is also referred to as when they cry 4 in the overall when they cry franchise. "
Umineko: When They Cry Chiru,14,"video game no naku koro ni chiru is the second half of the video game no naku koro ni series, and contains episodes 5 to 8 of the story. unlike the second half of higurashi no naku koro ni, video game chiru does not simply present direct solutions to the first four arcs, but instead gradually delves into the core of the story, revealing clues to its mysteries in the process. it is also referred to as when they cry 4 in the overall when they cry franchise. "
Kingdom Hearts II Final Mix,1,"in september 2006, square enix announced the game, featuring new scenes and gameplay elements. like the first this version would combine english audio with japanese text and also use the ""sanctuary"" theme song instead of ""passion"". new cutscenes, however, used japanese voice acting, as they mostly featured organization xiii members from kingdom hearts: chain of memories who did not yet have english voice actors; these scenes were later into english for the hd 2.5 remix release. "
Kingdom Hearts II Final Mix,3,"in september 2006, square enix announced the game, featuring new scenes and gameplay elements. like the first this version would combine english audio with japanese text and also use the ""sanctuary"" theme song instead of ""passion"". new cutscenes, however, used japanese voice acting, as they mostly featured organization xiii members from kingdom hearts: chain of memories who did not yet have english voice actors; these scenes were later into english for the hd 2.5 remix release. "
Kingdom Hearts II Final Mix,6,"in september 2006, square enix announced the game, featuring new scenes and gameplay elements. like the first this version would combine english audio with japanese text and also use the ""sanctuary"" theme song instead of ""passion"". new cutscenes, however, used japanese voice acting, as they mostly featured organization xiii members from kingdom hearts: chain of memories who did not yet have english voice actors; these scenes were later into english for the hd 2.5 remix release. "
Kingdom Hearts II Final Mix,2,"in september 2006, square enix announced the game, featuring new scenes and gameplay elements. like the first this version would combine english audio with japanese text and also use the ""sanctuary"" theme song instead of ""passion"". new cutscenes, however, used japanese voice acting, as they mostly featured organization xiii members from kingdom hearts: chain of memories who did not yet have english voice actors; these scenes were later into english for the hd 2.5 remix release. "
Kingdom Hearts II Final Mix,10,"in september 2006, square enix announced the game, featuring new scenes and gameplay elements. like the first this version would combine english audio with japanese text and also use the ""sanctuary"" theme song instead of ""passion"". new cutscenes, however, used japanese voice acting, as they mostly featured organization xiii members from kingdom hearts: chain of memories who did not yet have english voice actors; these scenes were later into english for the hd 2.5 remix release. "
Superliminal,1,"falling asleep at 3am, you close your eyes to the cheesy commercial of dr. pierce's dream therapy program. you wake up in an unfamiliar environment, only to realize that you're stuck in a dream a dream where perception is reality. welcome to the the game is a game inspired perspective and optical illusions. players tackle impossible s by thinking outside the box and learning to expect the this game features a wonderfully subdued world, an intriguingly voiced narrative, and things that are really weird. "
Superliminal,4,"falling asleep at 3am, you close your eyes to the cheesy commercial of dr. pierce's dream therapy program. you wake up in an unfamiliar environment, only to realize that you're stuck in a dream a dream where perception is reality. welcome to the the game is a game inspired perspective and optical illusions. players tackle impossible s by thinking outside the box and learning to expect the this game features a wonderfully subdued world, an intriguingly voiced narrative, and things that are really weird. "
Superliminal,9,"falling asleep at 3am, you close your eyes to the cheesy commercial of dr. pierce's dream therapy program. you wake up in an unfamiliar environment, only to realize that you're stuck in a dream a dream where perception is reality. welcome to the the game is a game inspired perspective and optical illusions. players tackle impossible s by thinking outside the box and learning to expect the this game features a wonderfully subdued world, an intriguingly voiced narrative, and things that are really weird. "
Superliminal,10,"falling asleep at 3am, you close your eyes to the cheesy commercial of dr. pierce's dream therapy program. you wake up in an unfamiliar environment, only to realize that you're stuck in a dream a dream where perception is reality. welcome to the the game is a game inspired perspective and optical illusions. players tackle impossible s by thinking outside the box and learning to expect the this game features a wonderfully subdued world, an intriguingly voiced narrative, and things that are really weird. "
Death Stranding: Director's Cut,1,"from legendary game creator hideo kojima comes a experience, now expanded and remastered for ps5 in this definitivevideo game experience an extended storyline through new missions in an expanded area. make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the firing range and racetrack, featuring extra missions and stay connected with other players from around the globe. "
Persona 4,2,"an entry in the j/visual novel hybrid video game series in which the player has to harness the power of personas and fight entities called shadows by forging bonds with the locals of inaba, a rural japanese town thrown into unrest by inexplicable murders committed under cover of foggy weather and rumours of a television channel said to broadcast mysterious images on rainy nights. "
Persona 4,7,"an entry in the j/visual novel hybrid video game series in which the player has to harness the power of personas and fight entities called shadows by forging bonds with the locals of inaba, a rural japanese town thrown into unrest by inexplicable murders committed under cover of foggy weather and rumours of a television channel said to broadcast mysterious images on rainy nights. "
Persona 4,14,"an entry in the j/visual novel hybrid video game series in which the player has to harness the power of personas and fight entities called shadows by forging bonds with the locals of inaba, a rural japanese town thrown into unrest by inexplicable murders committed under cover of foggy weather and rumours of a television channel said to broadcast mysterious images on rainy nights. "
Wordle,9,"a daily game in which players must guess the word of the day within six attempts, with each failed guess giving them information as to whether the letters they have used appear in the correct word, and where. "
Wordle,22,"a daily game in which players must guess the word of the day within six attempts, with each failed guess giving them information as to whether the letters they have used appear in the correct word, and where. "
The Sims 4,2,"unleash your imagination and create a unique world of sims that's an expression of you! explore and customize every detail from sims to homes, and much more with the game. life, and sims, are yours to control. customize your unique sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more. "
The Sims 4,7,"unleash your imagination and create a unique world of sims that's an expression of you! explore and customize every detail from sims to homes, and much more with the game. life, and sims, are yours to control. customize your unique sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more. "
Far Cry 4,1,"in the game, players find themselves in kyrat, a wild region of the himalayas struggling under the regime of a despotic king. using a vast array of weapons, vehicles and animals, players will write their own story across an exotic landscape. "
Far Cry 4,10,"in the game, players find themselves in kyrat, a wild region of the himalayas struggling under the regime of a despotic king. using a vast array of weapons, vehicles and animals, players will write their own story across an exotic landscape. "
